municipio;codEstacao;uf;nomeEstacao;latitude;longitude;datahora;valorMedida
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 00:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:10:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:20:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:30:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:40:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 01:50:00.0;0,42
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:00:00.0;0,2
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:10:00.0;0,79
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:20:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:30:00.0;1,18
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:40:00.0;0,2
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 02:50:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 03:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:10:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:20:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:30:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:40:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 04:50:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 05:00:00.0;2,95
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 05:10:00.0;0,2
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 05:20:00.0;0,2
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 06:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 06:10:00.0;0,79
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 06:20:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 07:00:00.0;0,0
RECIFE;261160601A;PE;Varzea;-8,036;-34,98;2017-05-01 08:00:00.0;0,0
